permit type,street number,street suffix,current status,number of existing stories,number of proposed stories,estimated cost,revised cost,existing use,existing units,proposed use,proposed units,plansets,existing construction type,proposed construction type,supervisor district,neighborhoods - analysis boundaries,zipcode,if_permit_created_on_file_date,if_completed,if_first_construc_is_issue_date,diff_permit_date,expired_before_completed,ratio_stories,existing_proposed_construction_type,ratio_estimated_revised,ratio_existing_proposed_units,latitude,longitude,permit creation date_col,current status date_col,filed date_col,issued date_col,completed date_col,first construction document date_col,permit expiration date_col
6,0.6382485668984023,12,3,1.0,1.0,15000.0,15000.0,0,1.0,48,1.0,0.0,5.0,5.0,10.0,0,94124.0,True,True,True,180 days,True,1.0,True,1.0,1.0,37.73019687102879,-122.39271118789644,734884,735325,734884,734884,735325,734884,735064
8,0.006952067325283571,12,3,2.0,2.0,20000.0,50000.0,1,2.0,1,2.0,2.0,5.0,5.0,8.0,2,94114.0,True,True,True,362 days,False,1.0,True,0.4,1.0,37.76837931531856,-122.43047190150891,734884,735003,734884,734886,735003,734886,735246
8,0.1022075862910111,1,6,9.0,9.0,1.0,1.0,59,6.0,36,6.0,2.0,5.0,5.0,1.0,24,94121.0,True,False,True,498 days,False,1.0,True,1.0,1.0,37.77317504498793,-122.49531214318625,734884,734884,734884,734884,734948,734884,735382
6,0.637516770337846,12,3,1.0,1.0,15000.0,15000.0,0,1.0,48,1.0,0.0,5.0,5.0,10.0,0,94124.0,True,True,True,180 days,True,1.0,True,1.0,1.0,37.730263937777906,-122.3926923481808,734884,735325,734884,734884,735325,734884,735064
8,0.3335772655201854,12,3,3.0,3.0,1.0,1.0,1,2.0,1,2.0,0.0,5.0,5.0,2.0,25,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79539027410192,-122.4381913931541,734884,734891,734884,734884,734891,734884,735244
3,0.1773386998414441,12,6,23.0,23.0,1200000.0,1200000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,32,94103.0,True,False,True,1179 days,False,1.0,True,1.0,,37.77523036414975,-122.4174703200545,734884,734983,734884,734983,734948,734983,736063
6,0.6387364312721063,12,3,1.0,1.0,15000.0,15000.0,0,1.0,48,0.0,0.0,5.0,4.0,10.0,0,94124.0,True,True,True,180 days,True,1.0,False,1.0,inf,37.73012980471716,-122.39273002757808,734884,735325,734884,734884,735325,734884,735064
6,0.6394682278326624,12,3,1.0,1.0,15000.0,15000.0,0,1.0,48,1.0,0.0,5.0,5.0,10.0,0,94124.0,True,True,True,180 days,True,1.0,True,1.0,1.0,37.73006273839254,-122.3927488666587,734884,735325,734884,734884,735325,734884,735064
3,0.01707525307964386,12,3,1.0,1.0,135000.0,135000.0,0,1.0,0,1.0,2.0,5.0,5.0,5.0,8,94117.0,True,True,True,1261 days,False,1.0,True,1.0,1.0,37.766251100635124,-122.44724213982711,734884,735610,734884,735065,735610,735065,736145
6,0.6402000243932187,12,3,1.0,1.0,15000.0,15000.0,0,1.0,48,1.0,0.0,5.0,5.0,10.0,0,94124.0,True,True,True,180 days,True,1.0,True,1.0,1.0,37.729995671631904,-122.39276770682812,734884,735325,734884,734884,735325,734884,735064
8,0.27222832052689355,12,5,3.0,3.0,1.0,0.0,6,3.0,42,2.0,2.0,5.0,5.0,2.0,16,94123.0,True,False,True,498 days,False,1.0,True,inf,1.5,37.796726187379,-122.43608704682543,734884,734884,734884,735022,734948,735022,735382
8,0.20575679960970852,12,6,3.0,3.0,1500.0,1500.0,1,2.0,1,2.0,0.0,5.0,5.0,5.0,8,94117.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77099147395345,-122.44854696169935,734884,734884,734884,734884,734948,734884,735244
8,0.20600073179656056,12,6,3.0,3.0,1500.0,1500.0,1,2.0,1,2.0,0.0,5.0,5.0,5.0,8,94117.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77099147395345,-122.44854696169935,734884,734884,734884,734884,734948,734884,735244
8,0.06878887669227954,12,6,4.0,4.0,5200.0,6800.0,6,16.0,6,16.0,2.0,5.0,5.0,6.0,34,94109.0,True,False,True,360 days,False,1.0,True,0.7647058823529411,1.0,37.784282476242794,-122.41567237531444,734884,734884,734884,734884,734948,734884,735244
8,0.006586169045005488,12,6,5.0,5.0,500.0,1.0,40,0.0,64,0.0,2.0,4.0,5.0,6.0,32,94103.0,True,False,True,498 days,False,1.0,False,500.0,,37.77710502443294,-122.41511158073763,734884,734884,734884,734884,734948,734884,735382
8,0.018172947920478105,12,6,24.0,24.0,20000.0,94052.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94111.0,True,False,True,374 days,False,1.0,True,0.2126483222047378,,37.793702589153035,-122.3984793817475,734884,734898,734884,734898,734948,734898,735258
8,0.20331747774118797,12,5,3.0,3.0,1.0,2000.0,48,0.0,9,0.0,2.0,3.0,5.0,5.0,15,94117.0,True,False,True,498 days,False,1.0,False,0.0005,,37.77336147264554,-122.4453739614167,734884,734884,734884,735022,734948,735022,735382
8,0.08964507866813026,12,6,4.0,4.0,15000.0,1.0,14,1.0,43,0.0,2.0,5.0,5.0,5.0,9,94117.0,True,False,True,498 days,False,1.0,True,15000.0,inf,37.77647299605812,-122.43771608500859,734884,734884,734884,734884,734948,734884,735382
8,0.20331747774118797,12,3,2.0,2.0,4000.0,4000.0,6,4.0,6,4.0,0.0,5.0,5.0,5.0,15,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77336147264554,-122.4453739614167,734884,734904,734884,734884,734904,734884,735244
8,0.2291742895475058,12,3,7.0,7.0,25000.0,25000.0,6,30.0,6,30.0,2.0,1.0,1.0,2.0,25,94109.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79382541413033,-122.42612824671211,734884,735080,734884,734884,735080,734884,735244
8,0.038175387242346634,12,3,3.0,3.0,3000.0,2000.0,1,2.0,1,2.0,0.0,5.0,5.0,10.0,27,94107.0,True,True,True,360 days,False,1.0,True,1.5,1.0,37.76229672752539,-122.39680930911892,734884,734900,734884,734884,734900,734884,735244
8,0.038419319429198684,12,3,3.0,3.0,3000.0,2000.0,1,2.0,1,2.0,0.0,5.0,5.0,10.0,27,94107.0,True,True,True,360 days,False,1.0,True,1.5,1.0,37.76229672752539,-122.39680930911892,734884,734900,734884,734884,734900,734884,735244
8,0.038175387242346634,12,3,3.0,3.0,6500.0,6500.0,1,2.0,1,2.0,0.0,5.0,5.0,10.0,27,94107.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76229672752539,-122.39680930911892,734884,734900,734884,734884,734900,734884,735244
8,0.038419319429198684,12,3,3.0,3.0,6500.0,6500.0,1,2.0,1,2.0,0.0,5.0,5.0,10.0,27,94107.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76229672752539,-122.39680930911892,734884,734900,734884,734884,734900,734884,735244
8,0.17636297109403587,12,11,2.0,2.0,12000.0,0.0,1,2.0,1,2.0,2.0,5.0,5.0,5.0,39,94117.0,True,False,True,498 days,False,1.0,True,inf,1.0,37.77783302204381,-122.43578112637212,734884,735191,734884,735022,734948,735022,735382
8,0.2996706915477497,12,6,1.0,0.0,1.0,1.0,3,29.0,3,31.0,2.0,3.0,5.0,2.0,30,94109.0,True,False,True,498 days,False,inf,False,1.0,0.9354838709677419,37.79953538439252,-122.42219775884544,734884,734884,734884,734884,734948,734884,735382
8,0.137089889010855,12,3,2.0,2.0,12000.0,28000.0,56,15.0,62,15.0,2.0,3.0,3.0,6.0,32,94103.0,True,True,True,369 days,False,1.0,True,0.42857142857142855,1.0,37.77603620437494,-122.40831196737226,734884,735109,734884,734893,735109,734893,735253
8,0.13733382119770704,12,3,2.0,2.0,12000.0,28000.0,56,15.0,62,15.0,2.0,3.0,3.0,6.0,32,94103.0,True,True,True,369 days,False,1.0,True,0.42857142857142855,1.0,37.77603620437494,-122.40831196737226,734884,735109,734884,734893,735109,734893,735253
8,0.265520185388462,1,3,2.0,2.0,3000.0,3000.0,0,1.0,0,1.0,2.0,5.0,5.0,4.0,33,94116.0,True,True,True,361 days,False,1.0,True,1.0,1.0,37.74593681433642,-122.5045866327724,734884,735066,734884,734885,735066,734885,735245
8,0.036589828027808274,1,3,2.0,2.0,35000.0,45000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,38,94127.0,True,True,True,375 days,False,1.0,True,0.7777777777777778,1.0,37.732486665620385,-122.46068459656648,734884,735067,734884,734899,735067,734899,735259
8,0.05781192828393707,12,3,2.0,2.0,5500.0,6500.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,20,94131.0,True,True,True,360 days,False,1.0,True,0.8461538461538461,1.0,37.743224459502194,-122.43044108212013,734884,734893,734884,734884,734893,734884,735244
8,0.765337236248323,12,3,2.0,2.0,1.0,1.0,0,1.0,0,1.0,2.0,5.0,5.0,10.0,0,94124.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.72112986107896,-122.39657151562888,734884,734900,734884,734884,734900,734884,735244
8,0.05622636906939871,12,6,23.0,23.0,3875.0,3875.0,21,415.0,24,415.0,2.0,1.0,1.0,3.0,5,94108.0,True,False,True,404 days,False,1.0,True,1.0,1.0,37.7889844563134,-122.40822615293433,734884,734928,734884,734928,734948,734928,735288
8,0.03232101475789731,12,3,2.0,2.0,1.0,1.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,36,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75593529717859,-122.44247433585403,734884,734903,734884,734884,734903,734884,735244
8,0.0853762653982193,12,6,3.0,3.0,2000.0,5000.0,21,0.0,24,0.0,2.0,5.0,5.0,3.0,5,94111.0,True,False,True,372 days,False,1.0,True,0.4,,37.79772067340672,-122.40115294216844,734884,734896,734884,734896,734948,734896,735256
8,0.08659592633247956,12,6,4.0,4.0,20000.0,20000.0,6,31.0,6,31.0,2.0,3.0,3.0,3.0,19,94109.0,True,False,True,366 days,False,1.0,True,1.0,1.0,37.78759991204088,-122.41526740317926,734884,734890,734884,734890,734948,734890,735250
8,0.17441151359921944,1,3,1.0,1.0,1.0,1.0,5,0.0,5,0.0,0.0,2.0,2.0,10.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,,37.75098585338257,-122.40385117773683,734884,735122,734884,734884,735122,734884,735244
8,0.03768752286864252,12,3,2.0,2.0,4000.0,4000.0,0,1.0,0,1.0,0.0,5.0,5.0,11.0,22,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.71760091257476,-122.45428977380978,734884,734906,734884,734884,734906,734884,735244
8,0.3596780095133553,1,6,1.0,1.0,12000.0,12000.0,20,0.0,23,0.0,2.0,2.0,2.0,11.0,22,94112.0,True,False,True,362 days,False,1.0,True,1.0,,37.71165434392749,-122.4556915087562,734884,734886,734884,734886,734948,734886,735246
8,0.5417733869984144,12,3,3.0,3.0,8000.0,8000.0,0,1.0,0,1.0,2.0,5.0,5.0,8.0,2,94114.0,True,True,True,362 days,True,1.0,True,1.0,1.0,37.75885180443218,-122.43892963561865,734884,735481,734884,734886,735481,734886,735246
8,0.27210635443346753,12,3,4.0,4.0,30000.0,30000.0,6,4.0,6,4.0,0.0,5.0,5.0,8.0,2,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.766059788758795,-122.43405438367135,734884,734967,734884,734884,734967,734884,735244
4,0.019514574948164408,12,3,9.0,9.0,1500.0,1500.0,47,106.0,33,110.0,2.0,2.0,1.0,6.0,5,94105.0,True,True,True,481 days,False,1.0,False,1.0,0.9636363636363636,37.787458151809865,-122.40131026433333,734884,735024,734884,735005,735024,735005,735365
8,0.269910964751799,12,3,3.0,3.0,10000.0,10000.0,0,1.0,0,1.0,2.0,5.0,5.0,2.0,16,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79904656824288,-122.4365361346362,734884,735045,734884,734884,735045,734884,735244
3,0.00597633857787535,12,5,2.0,2.0,10000.0,0.0,5,4.0,5,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,False,True,498 days,False,1.0,True,inf,inf,37.79237587204965,-122.39642278177534,734884,734884,734884,735022,734948,735022,735382
8,0.08110745212830833,12,6,2.0,2.0,6500.0,1.0,26,0.0,15,0.0,2.0,2.0,2.0,8.0,6,94131.0,True,False,True,498 days,False,1.0,True,6500.0,,37.73467970213729,-122.43341641071234,734884,734884,734884,734884,734948,734884,735382
8,0.287718014391999,1,3,2.0,2.0,16800.0,16800.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94116.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.7439587126703,-122.47106543799386,734884,734956,734884,734884,734956,734884,735244
8,0.451274545676302,12,3,3.0,3.0,31300.0,31300.0,6,4.0,6,4.0,2.0,5.0,5.0,2.0,29,94118.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.78805553462952,-122.45403153002827,734884,734939,734884,734884,734939,734884,735244
8,0.24344432247835104,12,3,2.0,2.0,29000.0,29000.0,6,5.0,6,5.0,0.0,5.0,5.0,5.0,39,94115.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.78020682101902,-122.44026467689426,734884,735008,734884,734884,735008,734884,735244
8,0.1938041224539578,12,6,4.0,4.0,40197.0,40197.0,56,49.0,62,49.0,0.0,3.0,3.0,5.0,25,94109.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.78723121852768,-122.42651166596656,734884,734884,734884,734884,734948,734884,735244
3,0.6126356872789365,12,2,2.0,2.0,9000.0,35000.0,5,4.0,5,4.0,2.0,4.0,4.0,10.0,0,94124.0,True,False,True,498 days,False,1.0,True,0.2571428571428571,1.0,37.732935178037096,-122.39179118734366,734884,736422,734884,735022,734948,735022,735382
8,0.039395048176606905,12,3,2.0,2.0,4500.0,4500.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94116.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74844396315478,-122.46229632850343,734884,734925,734884,734884,734925,734884,735244
8,0.012196609342602758,12,6,29.0,29.0,50000.0,50000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,False,True,362 days,False,1.0,True,1.0,,37.79042731029973,-122.40248498959131,734884,734886,734884,734886,734948,734886,735246
8,0.21514818880351264,12,3,4.0,4.0,7800.0,7800.0,6,9.0,6,9.0,2.0,5.0,5.0,2.0,25,94123.0,True,True,True,361 days,False,1.0,True,1.0,1.0,37.79606187356316,-122.42627379278979,734884,734892,734884,734885,734892,734885,735245
8,0.18026588608366875,1,3,2.0,2.0,80000.0,38000.0,1,2.0,1,2.0,2.0,5.0,5.0,10.0,0,94124.0,True,True,True,411 days,True,1.0,True,2.1052631578947367,1.0,37.730190698016095,-122.38809556958331,734884,735327,734884,734935,735327,734935,735295
8,0.18050981827052082,1,3,2.0,2.0,80000.0,38000.0,1,2.0,1,2.0,2.0,5.0,5.0,10.0,0,94124.0,True,True,True,411 days,True,1.0,True,2.1052631578947367,1.0,37.730190698016095,-122.38809556958331,734884,735327,734884,734935,735327,734935,735295
8,0.07061836809366996,12,3,23.0,23.0,250000.0,250000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,1088 days,False,1.0,True,1.0,,37.792967592773664,-122.40413957386114,734884,735066,734884,734892,735066,734892,735972
8,0.08732772289303574,12,3,4.0,4.0,5000.0,18600.0,14,14.0,15,14.0,2.0,3.0,3.0,3.0,5,94111.0,True,True,True,360 days,True,1.0,True,0.26881720430107525,1.0,37.79786339730502,-122.40127611452633,734884,735411,734884,734884,735411,734884,735244
8,0.5550676911818514,12,6,4.0,4.0,10000.0,16000.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,2,94114.0,True,False,True,360 days,False,1.0,True,0.625,1.0,37.75922808837,-122.4401855744174,734884,734884,734884,734884,734948,734884,735244
8,0.004634711550189048,12,6,23.0,22.0,10000.0,1.0,12,549.0,62,662.0,2.0,1.0,1.0,6.0,34,94102.0,True,False,True,498 days,False,1.0454545454545454,True,10000.0,0.8293051359516617,37.77614807365752,-122.41857751240534,734884,734884,734884,734884,734948,734884,735382
8,0.07061836809366996,12,3,23.0,23.0,250000.0,400000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,1088 days,False,1.0,True,0.625,,37.792967592773664,-122.40413957386114,734884,735066,734884,734892,735066,734892,735972
8,0.010854982314916455,12,3,15.0,15.0,94000.0,150000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,1110 days,False,1.0,True,0.6266666666666667,,37.78742256247351,-122.40093229776461,734884,734961,734884,734914,734961,734914,735994
8,0.028662031955116477,12,6,0.0,3.0,1000.0,1.0,12,1.0,44,2.0,2.0,3.0,3.0,8.0,36,94114.0,True,False,True,498 days,False,0.0,True,1000.0,0.5,37.75618300233451,-122.44198812618606,734884,734884,734884,734884,734948,734884,735382
8,0.13245517746066596,1,3,2.0,2.0,6452.0,6452.0,0,1.0,0,1.0,0.0,5.0,5.0,11.0,4,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.71528504382169,-122.43785369738102,734884,734906,734884,734884,734906,734884,735244
8,0.16221490425661667,12,3,2.0,2.0,14000.0,14000.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,20,94131.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.747754217908195,-122.43123701048151,734884,735460,734884,734884,735460,734884,735244
8,0.10074399316989877,12,3,2.0,2.0,7825.0,7825.0,1,2.0,1,2.0,0.0,5.0,5.0,8.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.756189062648296,-122.42515931557455,734884,734949,734884,734884,734949,734884,735244
8,0.06756921575801926,12,3,52.0,52.0,25000.0,25000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,383 days,False,1.0,True,1.0,,37.79226164705184,-122.4034859571375,734884,735080,734884,734907,735080,734907,735267
8,0.06086108061958776,12,6,6.0,6.0,5000.0,1.0,14,9.0,15,9.0,2.0,2.0,2.0,3.0,3,94111.0,True,False,True,498 days,False,1.0,True,5000.0,1.0,37.79514093261077,-122.4011942754482,734884,734884,734884,734884,734948,734884,735382
8,0.0008537626539821929,12,3,1.0,1.0,42000.0,295500.0,58,0.0,64,1.0,2.0,3.0,5.0,5.0,9,94102.0,True,True,True,1108 days,False,1.0,False,0.14213197969543148,0.0,37.7725167953972,-122.42346888666523,734884,735612,734884,734912,735612,734912,735992
8,0.29881692889376754,1,6,2.0,2.0,3500.0,267.24,26,0.0,64,0.0,0.0,4.0,4.0,4.0,33,94116.0,True,False,True,498 days,False,1.0,True,13.096841790151174,,37.74205525302157,-122.4759601019975,734884,734884,734884,734884,734948,734884,735382
8,0.15721429442614954,1,3,7.0,7.0,16000.0,16000.0,6,38.0,6,38.0,2.0,3.0,3.0,4.0,33,94122.0,True,True,True,366 days,False,1.0,True,1.0,1.0,37.763774708907924,-122.47797904331227,734884,734966,734884,734890,734966,734890,735250
8,0.02597877789974387,12,6,1.0,1.0,30000.0,30000.0,0,1.0,0,1.0,2.0,5.0,5.0,11.0,4,94112.0,True,False,True,361 days,False,1.0,True,1.0,1.0,37.72574011686923,-122.42893712929462,734884,734885,734884,734885,734948,734885,735245
8,0.1335528723015002,12,6,3.0,3.0,1000.0,1.0,12,6.0,13,6.0,2.0,3.0,5.0,2.0,30,94133.0,True,False,True,498 days,False,1.0,False,1000.0,1.0,37.799677429874606,-122.41729404075538,734884,734884,734884,734884,734948,734884,735382
8,0.3263812660080498,12,3,9.0,9.0,30000.0,30000.0,6,33.0,6,33.0,2.0,3.0,3.0,2.0,30,94109.0,True,True,True,369 days,False,1.0,True,1.0,1.0,37.80241458229426,-122.42173487725756,734884,735067,734884,734893,735067,734893,735253
8,0.03902914989632882,12,6,11.0,10.0,3000.0,1.0,23,16.0,7,17.0,2.0,4.0,3.0,9.0,17,94110.0,True,False,True,498 days,False,1.1,False,3000.0,0.9411764705882353,37.75819140941606,-122.41960032271275,734884,734884,734884,734884,734948,734884,735382
8,0.3834613977314307,2,3,3.0,3.0,3850.0,3850.0,6,12.0,6,12.0,0.0,5.0,5.0,1.0,15,94118.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77697549347075,-122.45754348738934,734884,734890,734884,734884,734890,734884,735244
8,0.003293084522502744,1,3,2.0,2.0,5800.0,5800.0,1,2.0,1,2.0,2.0,5.0,5.0,9.0,1,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74647122363922,-122.41849703153119,734884,734892,734884,734884,734892,734884,735244
8,0.09952433223563849,12,6,4.0,4.0,5000.0,1.0,4,2.0,1,1.0,2.0,2.0,2.0,9.0,17,94110.0,True,False,True,498 days,False,1.0,True,5000.0,2.0,37.75859141165302,-122.40846296327967,734884,734884,734884,734884,734948,734884,735382
8,0.20270764727405782,12,3,2.0,2.0,50000.0,50000.0,47,0.0,42,0.0,2.0,3.0,3.0,6.0,17,94103.0,True,True,True,361 days,False,1.0,True,1.0,,37.77296349008646,-122.42143339191753,734884,735115,734884,734885,735115,734885,735245
8,0.07537504573728503,1,3,2.0,2.0,6538.0,9000.0,1,2.0,1,2.0,0.0,5.0,5.0,1.0,10,94118.0,True,True,True,360 days,True,1.0,True,0.7264444444444444,1.0,37.776699812583985,-122.46644677736731,734884,736205,734884,734884,736205,734884,735244
8,0.08464446883766312,5,6,2.0,2.0,3500.0,1.0,27,9.0,64,8.0,2.0,5.0,4.0,7.0,38,94127.0,True,False,True,498 days,False,1.0,False,3500.0,1.125,37.734727191141,-122.45713789212121,734884,734884,734884,734884,734948,734884,735382
8,0.40541529454811565,12,6,2.0,2.0,4000.0,1.0,25,0.0,32,0.0,2.0,5.0,4.0,9.0,17,94110.0,True,False,True,498 days,False,1.0,False,4000.0,,37.75196726836904,-122.41911863930342,734884,734884,734884,734884,734948,734884,735382
8,0.16648371752652763,12,6,2.0,2.0,1.0,1.0,36,0.0,43,0.0,0.0,1.0,2.0,5.0,9,94117.0,True,False,True,498 days,False,1.0,False,1.0,,37.77513443263128,-122.43893630668451,734884,734884,734884,734884,734948,734884,735382
8,0.006708135138431516,1,3,2.0,2.0,1500.0,1500.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,6,94131.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73455193514017,-122.43677947782845,734884,735165,734884,734884,735165,734884,735244
8,0.10257348457128918,12,6,2.0,2.0,6000.0,1.0,51,21.0,58,20.0,0.0,3.0,5.0,9.0,1,94110.0,True,False,True,498 days,False,1.0,False,6000.0,1.05,37.73406774252546,-122.41643372366454,734884,734884,734884,734884,734948,734884,735382
8,0.47664349310891574,12,3,2.0,2.0,1.0,1.0,1,2.0,1,2.0,0.0,5.0,5.0,9.0,1,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73498405927461,-122.42469022039978,734884,734893,734884,734884,734893,734884,735244
8,0.4768874252957678,12,3,2.0,2.0,1.0,1.0,1,2.0,1,2.0,0.0,5.0,5.0,9.0,1,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73498405927461,-122.42469022039978,734884,734893,734884,734884,734893,734884,735244
8,0.36443468715697036,12,3,3.0,3.0,30000.0,30000.0,0,1.0,0,1.0,0.0,5.0,5.0,2.0,31,94121.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.78595122980778,-122.49244007823746,734884,735095,734884,734884,735095,734884,735244
8,0.2145383583363825,12,3,1.0,1.0,7000.0,7000.0,21,0.0,24,0.0,2.0,3.0,3.0,3.0,30,94109.0,True,True,True,362 days,False,1.0,True,1.0,,37.79312405615579,-122.42090714876113,734884,734932,734884,734886,734932,734886,735246
8,0.0437858275399439,12,6,2.0,2.0,1.0,1.0,8,7.0,66,6.0,2.0,5.0,5.0,3.0,5,94108.0,True,False,True,498 days,False,1.0,True,1.0,1.1666666666666667,37.788672673732066,-122.40766264909458,734884,734884,734884,734884,734948,734884,735382
8,0.22088059519453593,12,6,4.0,4.0,1000.0,1.0,13,2.0,14,0.0,2.0,3.0,5.0,4.0,33,94122.0,True,False,True,498 days,False,1.0,False,1000.0,inf,37.754201883827385,-122.48326972355974,734884,734884,734884,734884,734948,734884,735382
8,0.15318941334309064,1,6,14.0,13.0,4762.0,1.0,23,57.0,27,72.0,0.0,5.0,5.0,5.0,11,94122.0,True,False,True,498 days,False,1.0769230769230769,True,4762.0,0.7916666666666666,37.76498413896467,-122.46129427695972,734884,734884,734884,734884,734948,734884,735382
8,0.39138919380412246,12,6,3.0,3.0,10000.0,1.0,24,15.0,28,15.0,2.0,2.0,2.0,2.0,29,94118.0,True,False,True,498 days,False,1.0,True,10000.0,1.0,37.790952992051096,-122.44791644406634,734884,734884,734884,734884,734948,734884,735382
8,0.016343456519087692,12,3,22.0,22.0,9500.0,9500.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,360 days,False,1.0,True,1.0,,37.791528221035364,-122.39400746643078,734885,734912,734885,734885,734912,734885,735245
8,0.026710574460300035,12,6,4.0,4.0,24500.0,0.0,14,1.0,15,1.0,2.0,5.0,4.0,3.0,21,94111.0,True,False,True,497 days,False,1.0,False,inf,1.0,37.80424398432006,-122.40550410447985,734885,734885,734885,734885,734948,734885,735382
8,0.2925966581290401,12,6,4.0,4.0,4000.0,1.0,13,0.0,14,0.0,2.0,5.0,5.0,2.0,25,94123.0,True,False,True,497 days,False,1.0,True,4000.0,,37.79510785548137,-122.43709377721017,734885,734885,734885,734885,734948,734885,735382
8,0.09806073911452616,12,3,2.0,2.0,10880.0,10880.0,1,2.0,1,2.0,0.0,5.0,5.0,3.0,30,94133.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.80244511896048,-122.41489994026048,734885,734914,734885,734885,734914,734885,735245
